Temporada,Minutos,Rebotes,Assistencias,Bloqueios,Desarmes,Faltas,Tunovers,Pontos,FG_Tentativas,FG_Acertos,3PT_Tentativas,3PT_Acertos,FT_Tentativas,FT_Acertos,Adversario,Placar,V_D,Casa_Fora,Dia_semana,Mes,%FG,%3PT,%FT
2016,29.0,6.0,4.0,0.0,2.0,5.0,0.0,8.0,9,3,2,1,2,1,UTAH,85-81,D,fora,3,2,0.33,0.5,0.5
2016,30.0,14.0,4.0,1.0,0.0,3.0,2.0,27.0,18,12,3,1,4,2,TOR,112-93,V,casa,1,2,0.67,0.33,0.5
2016,35.0,11.0,2.0,0.0,5.0,4.0,3.0,16.0,15,7,2,1,1,1,IND,109-105,D,fora,6,1,0.47,0.5,1.0
2016,25.0,10.0,3.0,1.0,1.0,5.0,0.0,15.0,12,7,1,0,3,1,WSH,117-113,V,fora,4,1,0.58,0.0,0.33
2016,19.0,7.0,4.0,1.0,1.0,2.0,3.0,3.0,6,1,0,0,2,1,BOS,111-103,D,fora,3,1,0.17,,0.5
2016,18.0,10.0,3.0,1.0,2.0,2.0,0.0,15.0,7,5,1,0,6,5,ATL,119-105,D,casa,1,1,0.71,0.0,0.83
2016,32.0,5.0,3.0,3.0,2.0,3.0,0.0,17.0,11,7,1,1,2,2,DET,104-101,V,casa,6,1,0.64,1.0,1.0
2016,14.0,2.0,2.0,0.0,2.0,3.0,0.0,9.0,3,2,0,0,5,5,MEM,102-101,D,casa,4,1,0.67,,1.0
2016,19.0,3.0,1.0,0.0,1.0,2.0,1.0,6.0,4,2,1,0,2,2,OKC,110-104,D,casa,2,1,0.5,0.0,1.0
2016,24.0,2.0,3.0,0.0,4.0,2.0,1.0,18.0,11,6,3,1,6,5,IND,129-126,V,casa,0,1,0.55,0.33,0.83
2016,18.0,6.0,5.0,1.0,0.0,2.0,1.0,9.0,7,4,0,0,1,1,MIA,98-95,D,casa,5,1,0.57,,1.0
2016,16.0,7.0,2.0,0.0,3.0,4.0,1.0,6.0,6,3,1,0,0,0,GS,112-110,V,casa,3,1,0.5,0.0,
2016,23.0,7.0,9.0,1.0,0.0,1.0,1.0,4.0,4,2,1,0,0,0,CHA,95-92,V,casa,0,1,0.5,0.0,
2016,19.0,5.0,1.0,0.0,0.0,2.0,1.0,9.0,4,4,1,1,0,0,MEM,91-84,D,fora,5,1,1.0,1.0,
2016,26.0,5.0,3.0,0.0,0.0,1.0,2.0,4.0,5,2,1,0,0,0,MIN,78-74,V,fora,3,1,0.4,0.0,
2016,22.0,10.0,2.0,1.0,2.0,5.0,2.0,9.0,7,3,1,0,4,3,POR,112-106,D,casa,0,1,0.43,0.0,0.75
2016,5.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0,0,0,0,0,0,GS,111-108,D,fora,6,1,,,
2016,18.0,6.0,1.0,2.0,0.0,0.0,2.0,10.0,6,3,0,0,4,4,POR,110-103,D,fora,3,12,0.5,,1.0
2016,22.0,7.0,1.0,1.0,1.0,6.0,2.0,10.0,11,4,0,0,3,2,CLE,93-87,D,casa,2,12,0.36,,0.67
2016,17.0,3.0,2.0,0.0,1.0,4.0,2.0,7.0,7,3,1,1,0,0,OKC,122-112,D,fora,0,12,0.43,1.0,
2016,26.0,7.0,5.0,1.0,1.0,4.0,3.0,22.0,19,10,2,1,2,1,SA,101-86,D,fora,6,12,0.53,0.5,0.5
2016,22.0,9.0,2.0,0.0,1.0,3.0,2.0,13.0,7,5,2,1,2,2,PHX,104-96,V,fora,3,12,0.71,0.5,1.0
2016,30.0,10.0,5.0,0.0,0.0,1.0,3.0,15.0,7,5,0,0,6,5,LAL,111-107,D,casa,2,12,0.71,,0.83
2016,23.0,3.0,2.0,1.0,0.0,2.0,0.0,13.0,8,6,1,0,2,1,NO,130-125,D,casa,0,12,0.75,0.0,0.5
2016,21.0,10.0,0.0,0.0,1.0,3.0,2.0,7.0,5,1,2,0,6,5,UTAH,97-88,D,fora,5,12,0.2,0.0,0.83
2016,21.0,3.0,2.0,2.0,2.0,3.0,2.0,6.0,4,3,0,0,0,0,MIN,112-100,V,fora,2,12,0.75,,
2016,22.0,7.0,1.0,0.0,1.0,1.0,1.0,9.0,3,3,0,0,3,3,HOU,114-108,V,casa,1,12,1.0,,1.0
2016,25.0,6.0,4.0,0.0,1.0,5.0,2.0,19.0,10,5,2,1,8,8,MIN,111-108,V,casa,5,12,0.5,0.5,1.0
2016,17.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,6,2,0,0,0,0,ORL,85-74,D,casa,2,12,0.33,,
2016,14.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,7,4,0,0,0,0,TOR,106-105,V,fora,4,12,0.57,,
2016,10.0,3.0,0.0,1.0,0.0,1.0,0.0,7.0,6,3,1,1,0,0,CHI,99-90,D,fora,3,12,0.5,1.0,
2016,25.0,6.0,2.0,2.0,0.0,1.0,1.0,8.0,7,4,1,0,2,0,MIL,92-74,D,fora,1,12,0.57,0.0,0.0
2016,19.0,6.0,0.0,0.0,1.0,3.0,3.0,8.0,3,2,1,1,4,3,DAL,92-81,D,fora,6,11,0.67,1.0,0.75
2016,12.0,2.0,0.0,0.0,0.0,4.0,3.0,6.0,4,3,0,0,0,0,SA,91-80,D,casa,5,11,0.75,,
2016,24.0,6.0,2.0,0.0,0.0,5.0,1.0,16.0,13,7,1,0,3,2,LAC,111-94,D,casa,2,11,0.54,0.0,0.67
2016,27.0,11.0,2.0,1.0,2.0,0.0,1.0,11.0,7,3,0,0,7,5,GS,118-105,D,casa,0,11,0.43,,0.71
2016,18.0,4.0,1.0,0.0,1.0,3.0,0.0,6.0,6,2,1,0,2,2,PHX,114-107,D,casa,5,11,0.33,0.0,1.0
2016,32.0,12.0,0.0,3.0,2.0,2.0,0.0,23.0,13,8,1,1,6,6,SA,109-98,D,fora,3,11,0.62,1.0,1.0
2016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NO,115-98,V,fora,2,11,,,
2016,18.0,6.0,0.0,0.0,3.0,3.0,0.0,4.0,3,2,0,0,0,0,PHX,105-81,D,fora,6,11,0.67,,
2016,6.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,3,1,1,0,2,1,HOU,107-98,V,casa,5,11,0.33,0.0,0.5
2016,14.0,5.0,4.0,0.0,2.0,0.0,2.0,8.0,7,4,0,0,1,0,MIL,103-102,V,casa,3,11,0.57,,0.0
2016,16.0,2.0,1.0,0.0,2.0,2.0,1.0,10.0,3,3,0,0,4,4,POR,108-104,V,casa,1,11,1.0,,1.0
2016,17.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4,2,0,0,2,0,GS,119-104,D,fora,5,11,0.5,,0.0
2016,18.0,3.0,0.0,1.0,0.0,1.0,1.0,5.0,4,1,0,0,4,3,UTAH,96-84,D,casa,4,11,0.25,,0.75
2016,24.0,4.0,0.0,0.0,0.0,2.0,1.0,8.0,9,4,0,0,0,0,OKC,117-93,D,fora,0,11,0.44,,
2016,18.0,9.0,1.0,0.0,0.0,3.0,2.0,10.0,8,5,0,0,0,0,MIN,95-78,D,casa,5,10,0.62,,
2016,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,1,0,0,0,0,HOU,105-85,V,fora,3,10,1.0,,
2017,40.0,16.0,8.0,5.0,1.0,4.0,4.0,29.0,14,9,0,0,14,11,OKC,111-105,V,fora,3,4,0.64,,0.79
2017,20.0,8.0,4.0,0.0,0.0,2.0,1.0,7.0,6,3,3,1,0,0,DAL,109-91,V,fora,2,4,0.5,0.33,
2017,31.0,6.0,3.0,1.0,1.0,5.0,3.0,23.0,16,8,5,1,6,6,OKC,106-105,D,casa,6,4,0.5,0.2,1.0
2017,29.0,12.0,5.0,0.0,2.0,1.0,7.0,23.0,13,9,2,2,4,3,NO,122-106,V,casa,5,4,0.69,1.0,0.75
2017,34.0,19.0,9.0,1.0,5.0,3.0,2.0,12.0,17,6,5,0,0,0,HOU,110-104,D,fora,3,4,0.35,0.0,
2017,34.0,12.0,4.0,0.0,0.0,2.0,1.0,21.0,18,10,2,0,2,1,NO,134-131,V,fora,2,4,0.56,0.0,0.5
2017,35.0,10.0,7.0,0.0,2.0,2.0,1.0,19.0,16,9,2,0,1,1,MIA,116-113,V,fora,6,4,0.56,0.0,1.0
2017,37.0,13.0,10.0,0.0,0.0,4.0,2.0,26.0,16,11,3,2,3,2,CHA,122-114,D,fora,4,3,0.69,0.67,0.67
2017,36.0,8.0,8.0,2.0,0.0,4.0,3.0,17.0,14,7,6,1,2,2,POR,122-113,D,fora,2,3,0.5,0.17,1.0
2017,18.0,13.0,2.0,0.0,0.0,3.0,0.0,8.0,14,4,3,0,0,0,NO,115-90,D,casa,0,3,0.29,0.0,
2017,34.0,16.0,5.0,0.0,1.0,2.0,4.0,30.0,18,12,2,1,5,5,IND,125-117,V,fora,4,3,0.67,0.5,1.0
2017,29.0,10.0,7.0,0.0,0.0,2.0,3.0,16.0,10,8,0,0,0,0,CLE,126-113,V,casa,3,3,0.8,,
2017,40.0,13.0,8.0,1.0,0.0,3.0,5.0,22.0,14,7,3,0,8,8,HOU,125-124,D,fora,1,3,0.5,0.0,1.0
2017,22.0,5.0,4.0,1.0,0.0,5.0,3.0,16.0,14,7,2,1,1,1,HOU,109-105,D,casa,6,3,0.5,0.5,1.0
2017,30.0,14.0,10.0,0.0,0.0,2.0,2.0,17.0,12,7,1,0,3,3,LAC,129-114,V,casa,4,3,0.58,0.0,1.0
2017,24.0,9.0,4.0,0.0,1.0,2.0,1.0,18.0,13,8,3,0,2,2,LAL,129-101,V,casa,1,3,0.62,0.0,1.0
2017,30.0,14.0,2.0,0.0,2.0,1.0,2.0,20.0,12,7,3,1,5,5,SAC,105-92,V,fora,6,3,0.58,0.33,1.0
2017,27.0,10.0,7.0,1.0,4.0,4.0,7.0,21.0,10,8,2,1,6,4,BOS,119-99,V,casa,5,3,0.8,0.5,0.67
2017,33.0,14.0,4.0,0.0,1.0,1.0,4.0,31.0,15,13,0,0,8,5,CHA,112-102,D,casa,6,3,0.87,,0.62
2017,30.0,14.0,10.0,0.0,1.0,1.0,3.0,13.0,10,6,0,0,2,1,MIL,110-98,V,fora,3,3,0.6,,0.5
2017,33.0,16.0,10.0,1.0,0.0,1.0,3.0,19.0,10,6,3,3,4,4,CHI,125-107,V,fora,2,3,0.6,1.0,1.0
2017,33.0,11.0,6.0,1.0,1.0,3.0,2.0,10.0,11,5,2,0,0,0,MEM,105-98,D,casa,6,2,0.45,0.0,
2017,15.0,5.0,7.0,1.0,1.0,4.0,4.0,2.0,1,1,0,0,0,0,BKN,129-109,V,casa,5,2,1.0,,
2017,26.0,11.0,2.0,0.0,0.0,3.0,1.0,4.0,7,2,2,0,0,0,SAC,116-100,D,fora,4,2,0.29,0.0,
2017,34.0,14.0,4.0,3.0,1.0,5.0,2.0,15.0,19,6,5,2,2,1,MIN,112-99,D,casa,3,2,0.32,0.4,0.5
2017,36.0,21.0,12.0,0.0,2.0,3.0,6.0,17.0,13,7,0,0,4,3,GS,132-110,V,casa,1,2,0.54,,0.75
2017,38.0,13.0,4.0,2.0,0.0,2.0,5.0,27.0,18,9,2,1,10,8,CLE,125-109,D,fora,6,2,0.5,0.5,0.8
2017,37.0,9.0,5.0,0.0,2.0,2.0,2.0,40.0,23,17,3,2,5,4,NY,131-123,V,fora,5,2,0.74,0.67,0.8
2017,34.0,15.0,3.0,0.0,0.0,4.0,0.0,18.0,17,8,3,2,0,0,ATL,117-106,D,fora,3,2,0.47,0.67,
2017,24.0,4.0,9.0,0.0,1.0,5.0,2.0,13.0,9,5,1,0,3,3,DAL,110-87,V,casa,1,2,0.56,0.0,1.0
2017,15.0,1.0,2.0,0.0,0.0,3.0,5.0,11.0,9,5,2,1,0,0,SA,121-97,D,fora,6,2,0.56,0.5,
2017,32.0,12.0,11.0,0.0,1.0,0.0,2.0,20.0,15,8,4,2,2,2,MIL,121-117,V,casa,5,2,0.53,0.5,1.0
2017,36.0,14.0,8.0,2.0,1.0,2.0,3.0,29.0,21,12,2,0,6,5,PHX,127-120,V,casa,4,1,0.57,0.0,0.83
2017,35.0,11.0,6.0,3.0,2.0,3.0,4.0,23.0,15,9,4,0,5,5,UTAH,103-93,V,casa,2,1,0.6,0.0,1.0
2017,27.0,9.0,4.0,2.0,2.0,5.0,4.0,18.0,15,8,3,0,2,2,MIN,111-108,D,fora,0,1,0.53,0.0,1.0
2017,21.0,10.0,3.0,0.0,0.0,3.0,3.0,19.0,11,8,3,2,1,1,LAC,123-98,V,casa,6,1,0.73,0.67,1.0
2017,38.0,12.0,4.0,2.0,0.0,2.0,3.0,35.0,22,14,4,2,5,5,SA,118-104,D,fora,4,1,0.64,0.5,1.0
2017,34.0,15.0,1.0,3.0,0.0,3.0,2.0,29.0,22,12,5,1,6,4,LAL,127-121,V,fora,2,1,0.55,0.2,0.67
2017,36.0,11.0,5.0,1.0,3.0,2.0,2.0,30.0,19,13,2,1,5,3,ORL,125-112,V,casa,0,1,0.68,0.5,0.6
2017,30.0,10.0,8.0,1.0,1.0,1.0,3.0,22.0,11,7,3,2,6,6,IND,140-112,V,casa,3,1,0.64,0.67,1.0
2017,27.0,11.0,5.0,0.0,1.0,2.0,3.0,19.0,10,8,0,0,4,3,SA,127-99,D,casa,4,1,0.8,,0.75
2017,28.0,6.0,5.0,1.0,1.0,3.0,1.0,18.0,11,7,2,1,3,3,SAC,120-113,D,casa,2,1,0.64,0.5,1.0
2017,25.0,13.0,5.0,0.0,1.0,2.0,2.0,21.0,17,8,2,1,4,4,GS,127-119,D,fora,1,1,0.47,0.5,1.0
2017,22.0,7.0,4.0,0.0,0.0,5.0,2.0,25.0,13,9,0,0,9,7,PHI,124-122,D,casa,5,12,0.69,,0.78
2017,34.0,8.0,11.0,1.0,0.0,3.0,2.0,16.0,12,6,2,0,5,4,MIN,105-103,V,casa,3,12,0.5,0.0,0.8
2017,32.0,10.0,4.0,0.0,3.0,4.0,2.0,24.0,16,11,3,2,1,0,LAC,106-102,V,fora,1,12,0.69,0.67,0.0
2017,19.0,7.0,6.0,3.0,0.0,6.0,5.0,8.0,4,3,1,1,2,1,ATL,109-108,D,casa,5,12,0.75,1.0,0.5
2017,21.0,6.0,1.0,0.0,0.0,3.0,2.0,9.0,7,4,2,0,2,1,LAC,119-102,D,fora,2,12,0.57,0.0,0.5
2017,38.0,17.0,9.0,0.0,1.0,1.0,3.0,27.0,17,13,1,1,0,0,DAL,117-107,V,casa,1,12,0.76,1.0,
2017,20.0,9.0,5.0,0.0,0.0,5.0,1.0,10.0,8,5,0,0,0,0,NY,127-114,V,casa,6,12,0.62,,
2017,19.0,4.0,5.0,0.0,0.0,5.0,1.0,13.0,6,5,1,1,3,2,POR,132-120,V,casa,4,12,0.83,1.0,0.67
2017,26.0,11.0,4.0,1.0,1.0,1.0,1.0,27.0,12,10,0,0,7,7,DAL,112-92,D,fora,1,12,0.83,,1.0
2017,26.0,6.0,6.0,2.0,1.0,3.0,1.0,14.0,11,6,3,0,2,2,ORL,121-113,V,fora,6,12,0.55,0.0,1.0
2017,28.0,11.0,1.0,1.0,0.0,1.0,4.0,17.0,10,6,0,0,7,5,WSH,92-85,D,fora,4,12,0.6,,0.71
2017,21.0,10.0,3.0,1.0,0.0,3.0,1.0,14.0,7,5,0,0,4,4,BKN,116-111,D,fora,3,12,0.71,,1.0
2017,24.0,14.0,3.0,0.0,1.0,3.0,1.0,17.0,11,7,0,0,4,3,MIA,106-98,D,casa,3,12,0.64,,0.75
2017,31.0,11.0,3.0,1.0,0.0,2.0,1.0,13.0,8,3,2,1,6,6,PHX,120-114,V,fora,6,11,0.38,0.5,1.0
2017,29.0,6.0,5.0,2.0,0.0,5.0,3.0,7.0,7,3,2,1,0,0,OKC,132-129,D,casa,5,11,0.43,0.5,
2017,23.0,5.0,6.0,0.0,0.0,4.0,0.0,9.0,6,4,0,0,2,1,UTAH,108-83,D,fora,3,11,0.67,,0.5
2017,18.0,8.0,3.0,1.0,1.0,1.0,0.0,8.0,5,3,0,0,2,2,CHI,110-107,V,casa,2,11,0.6,,1.0
2017,21.0,6.0,4.0,1.0,0.0,3.0,0.0,12.0,8,5,1,1,2,1,UTAH,105-91,V,casa,0,11,0.62,1.0,0.5
2017,27.0,12.0,4.0,2.0,0.0,3.0,3.0,8.0,8,4,2,0,0,0,TOR,113-111,D,casa,5,11,0.5,0.0,
2017,19.0,2.0,2.0,0.0,0.0,3.0,1.0,10.0,4,3,0,0,5,4,PHX,120-104,V,casa,3,11,0.75,,0.8
2017,26.0,5.0,3.0,1.0,1.0,5.0,2.0,0.0,3,0,0,0,0,0,POR,112-105,D,fora,0,11,0.0,,
2017,20.0,3.0,1.0,0.0,1.0,1.0,1.0,6.0,7,2,0,0,2,2,DET,106-95,D,casa,6,11,0.29,,1.0
2017,18.0,3.0,2.0,0.0,1.0,3.0,0.0,4.0,5,1,3,0,2,2,GS,125-101,D,casa,4,11,0.2,0.0,1.0
2017,28.0,5.0,2.0,0.0,2.0,4.0,0.0,12.0,10,4,3,1,4,3,MEM,108-107,D,fora,2,11,0.4,0.33,0.75
2017,22.0,5.0,2.0,1.0,1.0,2.0,1.0,9.0,5,4,1,0,1,1,BOS,123-107,V,fora,0,11,0.8,0.0,1.0
2017,23.0,6.0,0.0,1.0,1.0,3.0,1.0,6.0,9,3,0,0,0,0,DET,103-86,D,fora,5,11,0.33,,
2017,14.0,3.0,5.0,0.0,0.0,3.0,1.0,8.0,3,3,0,0,4,2,MIN,102-99,V,fora,4,11,1.0,,0.5
2017,22.0,4.0,1.0,0.0,0.0,4.0,4.0,12.0,9,6,1,0,0,0,TOR,105-102,D,fora,0,10,0.67,0.0,
2017,34.0,17.0,2.0,1.0,4.0,5.0,1.0,23.0,20,10,5,1,3,2,POR,115-113,D,casa,6,10,0.5,0.2,0.67
2017,21.0,7.0,2.0,0.0,0.0,4.0,4.0,5.0,5,2,2,1,0,0,NO,107-102,V,fora,3,10,0.4,0.5,
2018,46.0,10.0,3.0,0.0,1.0,4.0,3.0,35.0,25,14,7,4,4,3,MIN,112-106,D,fora,3,4,0.56,0.57,0.75
2018,38.0,20.0,11.0,1.0,2.0,2.0,2.0,15.0,14,5,4,1,4,4,POR,88-82,V,casa,1,4,0.36,0.25,1.0
2018,34.0,11.0,11.0,1.0,2.0,2.0,2.0,23.0,14,9,2,1,5,4,LAC,134-115,V,fora,5,4,0.64,0.5,0.8
2018,36.0,14.0,9.0,1.0,1.0,5.0,2.0,16.0,20,6,6,1,3,3,MIN,100-96,V,casa,4,4,0.3,0.17,1.0
2018,38.0,6.0,7.0,1.0,4.0,3.0,4.0,30.0,17,11,6,4,6,4,IND,107-104,V,casa,2,4,0.65,0.67,0.67
2018,44.0,13.0,5.0,3.0,0.0,4.0,4.0,35.0,24,14,5,2,5,5,MIL,128-125,V,casa,0,4,0.58,0.4,1.0
2018,41.0,16.0,6.0,2.0,1.0,3.0,4.0,23.0,22,11,6,1,0,0,OKC,126-125,V,fora,5,3,0.5,0.17,
2018,40.0,16.0,8.0,1.0,2.0,2.0,3.0,29.0,21,11,7,3,4,4,TOR,114-110,D,fora,1,3,0.52,0.43,1.0
2018,31.0,7.0,4.0,1.0,1.0,4.0,2.0,14.0,14,4,2,1,6,5,PHI,123-104,D,fora,0,3,0.29,0.5,0.83
2018,37.0,8.0,5.0,1.0,0.0,2.0,2.0,25.0,21,10,6,3,2,2,WSH,108-100,V,fora,4,3,0.48,0.5,1.0
2018,24.0,7.0,5.0,0.0,0.0,1.0,1.0,21.0,11,9,2,2,1,1,CHI,135-102,V,fora,3,3,0.82,1.0,1.0
2018,47.0,15.0,3.0,0.0,1.0,5.0,5.0,34.0,22,12,5,4,6,6,MIA,149-141,D,fora,0,3,0.55,0.8,1.0
2018,35.0,13.0,2.0,2.0,3.0,3.0,1.0,17.0,15,5,4,1,8,6,MEM,101-94,D,fora,6,3,0.33,0.25,0.75
2018,38.0,12.0,10.0,3.0,3.0,5.0,2.0,23.0,15,8,5,2,6,5,DET,120-113,V,casa,4,3,0.53,0.4,0.83
2018,27.0,9.0,5.0,0.0,1.0,3.0,4.0,15.0,8,5,5,2,3,3,LAL,112-103,D,fora,2,3,0.62,0.4,1.0
2018,30.0,11.0,10.0,1.0,2.0,1.0,2.0,20.0,10,8,4,4,0,0,SAC,130-104,V,casa,6,3,0.8,1.0,
2018,33.0,6.0,6.0,0.0,2.0,2.0,3.0,21.0,14,8,3,1,4,4,LAL,125-116,V,casa,5,3,0.57,0.33,1.0
2018,34.0,13.0,6.0,0.0,0.0,2.0,5.0,36.0,14,12,3,2,11,10,CLE,113-108,D,casa,3,3,0.86,0.67,0.91
2018,26.0,9.0,5.0,1.0,2.0,0.0,1.0,4.0,9,2,4,0,1,0,DAL,118-107,D,fora,2,3,0.22,0.0,0.0
2018,32.0,7.0,8.0,1.0,0.0,2.0,2.0,9.0,8,3,2,1,3,2,CLE,126-117,V,fora,6,3,0.38,0.5,0.67
2018,33.0,9.0,5.0,0.0,1.0,5.0,5.0,9.0,5,2,1,0,7,5,MEM,108-102,V,fora,5,3,0.4,0.0,0.71
2018,28.0,6.0,4.0,1.0,1.0,4.0,5.0,18.0,5,4,3,2,8,8,LAC,122-120,D,casa,2,2,0.8,0.67,1.0
2018,31.0,14.0,8.0,1.0,1.0,4.0,3.0,21.0,18,7,1,0,9,7,HOU,119-114,D,casa,0,2,0.39,0.0,0.78
2018,34.0,11.0,11.0,0.0,0.0,6.0,3.0,28.0,16,10,5,3,7,5,SA,122-119,V,casa,5,2,0.62,0.6,0.71
2018,34.0,15.0,17.0,2.0,1.0,5.0,8.0,30.0,14,11,3,3,5,5,MIL,134-123,V,fora,4,2,0.79,1.0,1.0
2018,33.0,13.0,11.0,1.0,0.0,0.0,1.0,23.0,15,8,5,2,6,5,SA,117-109,V,casa,2,2,0.53,0.4,0.83
2018,27.0,9.0,8.0,1.0,1.0,3.0,2.0,21.0,12,5,2,1,11,10,PHX,123-113,V,fora,6,2,0.42,0.5,0.91
2018,22.0,7.0,5.0,1.0,2.0,4.0,1.0,14.0,8,6,1,1,2,1,HOU,130-104,D,fora,5,2,0.75,1.0,0.5
2018,32.0,16.0,7.0,0.0,2.0,3.0,3.0,15.0,11,5,4,2,3,3,CHA,121-104,V,casa,1,2,0.45,0.5,1.0
2018,33.0,9.0,5.0,0.0,2.0,2.0,4.0,19.0,16,7,3,2,3,3,GS,115-108,V,casa,6,2,0.44,0.67,1.0
2018,37.0,13.0,14.0,2.0,1.0,3.0,2.0,29.0,18,11,5,2,6,5,OKC,127-124,V,casa,4,2,0.61,0.4,0.83
2018,34.0,7.0,8.0,0.0,0.0,3.0,5.0,13.0,11,6,2,1,0,0,SA,106-104,D,fora,2,1,0.55,0.5,
2018,35.0,11.0,5.0,0.0,0.0,2.0,2.0,24.0,17,8,5,2,7,6,BOS,111-110,D,casa,1,1,0.47,0.4,0.86
2018,40.0,16.0,11.0,2.0,0.0,3.0,3.0,11.0,13,5,6,1,1,0,DAL,91-89,V,casa,6,1,0.38,0.17,0.0
2018,35.0,7.0,10.0,0.0,0.0,4.0,1.0,18.0,9,5,2,1,9,7,NY,130-118,V,casa,4,1,0.56,0.5,0.78
2018,33.0,12.0,5.0,1.0,1.0,4.0,3.0,16.0,17,5,5,2,7,4,POR,104-101,V,casa,1,1,0.29,0.4,0.57
2018,35.0,17.0,5.0,0.0,0.0,4.0,6.0,14.0,12,5,3,2,2,2,PHX,108-100,D,casa,5,1,0.42,0.67,1.0
2018,34.0,8.0,2.0,2.0,1.0,4.0,1.0,18.0,18,7,8,1,4,3,LAC,109-104,D,fora,3,1,0.39,0.12,0.75
2018,33.0,18.0,7.0,1.0,2.0,5.0,5.0,29.0,23,11,2,0,10,7,DAL,105-102,V,casa,2,1,0.48,0.0,0.7
2018,30.0,9.0,7.0,0.0,2.0,2.0,2.0,23.0,13,8,6,3,4,4,SA,112-80,D,fora,6,1,0.62,0.5,1.0
2018,28.0,7.0,3.0,0.0,0.0,3.0,1.0,14.0,8,3,3,1,8,7,MEM,87-78,V,casa,5,1,0.38,0.33,0.88
2018,32.0,12.0,7.0,3.0,2.0,3.0,2.0,9.0,21,4,8,0,2,1,ATL,110-97,D,casa,3,1,0.19,0.0,0.5
2018,36.0,12.0,11.0,1.0,3.0,3.0,6.0,22.0,16,9,1,1,3,3,GS,124-114,D,fora,1,1,0.56,1.0,1.0
2018,34.0,7.0,10.0,0.0,0.0,3.0,5.0,8.0,10,3,4,0,2,2,SAC,106-98,D,fora,6,1,0.3,0.0,1.0
2018,32.0,10.0,4.0,0.0,1.0,3.0,2.0,8.0,13,3,4,1,2,1,UTAH,99-91,V,casa,5,1,0.23,0.25,0.5
2018,36.0,9.0,8.0,0.0,2.0,3.0,6.0,14.0,6,4,1,1,5,5,PHX,134-111,V,casa,3,1,0.67,1.0,1.0
2018,37.0,13.0,6.0,3.0,1.0,0.0,2.0,19.0,14,5,5,1,9,8,PHI,107-102,D,casa,6,12,0.36,0.2,0.89
2018,41.0,9.0,4.0,1.0,2.0,3.0,2.0,22.0,11,5,3,1,12,11,MIN,128-125,D,fora,3,12,0.45,0.33,0.92
2018,26.0,7.0,5.0,0.0,1.0,5.0,1.0,13.0,10,4,3,1,4,4,UTAH,107-83,V,casa,2,12,0.4,0.33,1.0
2018,37.0,9.0,4.0,1.0,1.0,0.0,2.0,18.0,16,9,3,0,0,0,GS,96-81,V,fora,6,12,0.56,0.0,
2018,37.0,9.0,6.0,2.0,0.0,4.0,4.0,27.0,21,12,6,2,1,1,POR,102-85,V,fora,5,12,0.57,0.33,1.0
2018,36.0,6.0,4.0,2.0,0.0,3.0,10.0,22.0,12,6,6,2,9,8,MIN,112-104,D,casa,3,12,0.5,0.33,0.89
2018,25.0,9.0,2.0,0.0,2.0,2.0,1.0,13.0,9,5,2,0,4,3,OKC,95-94,D,fora,1,12,0.56,0.0,0.75
2018,22.0,11.0,4.0,0.0,0.0,2.0,1.0,13.0,13,6,2,1,0,0,NO,117-111,V,casa,5,12,0.46,0.5,
2018,16.0,4.0,4.0,0.0,0.0,1.0,0.0,8.0,6,3,0,0,2,2,CHI,111-110,V,casa,4,12,0.5,,1.0
2018,26.0,6.0,6.0,1.0,1.0,1.0,2.0,7.0,7,3,3,1,0,0,UTAH,106-77,D,fora,2,11,0.43,0.33,
2018,36.0,13.0,8.0,0.0,2.0,4.0,5.0,28.0,17,11,5,2,6,4,MEM,104-92,V,casa,5,11,0.65,0.4,0.67
2018,26.0,6.0,3.0,1.0,2.0,2.0,2.0,17.0,14,7,2,1,3,2,HOU,125-95,D,fora,3,11,0.5,0.5,0.67
2018,35.0,14.0,3.0,1.0,1.0,0.0,2.0,16.0,12,7,6,2,0,0,SAC,114-98,V,fora,1,11,0.58,0.33,
2018,12.0,6.0,1.0,0.0,1.0,2.0,2.0,6.0,5,1,0,0,4,4,LAL,127-109,D,fora,0,11,0.2,,1.0
2018,27.0,11.0,6.0,1.0,0.0,3.0,2.0,13.0,5,3,2,1,6,6,NO,146-114,V,casa,5,11,0.6,0.5,1.0
2018,35.0,7.0,3.0,1.0,3.0,2.0,3.0,6.0,9,2,4,1,2,1,POR,99-82,D,fora,1,11,0.22,0.25,0.5
2018,38.0,17.0,9.0,1.0,4.0,2.0,1.0,12.0,8,3,1,1,6,5,ORL,125-107,V,casa,6,11,0.38,1.0,0.83
2018,28.0,11.0,3.0,0.0,1.0,4.0,3.0,15.0,16,7,5,1,0,0,OKC,102-94,V,casa,4,11,0.44,0.2,
2018,31.0,12.0,5.0,2.0,2.0,6.0,1.0,41.0,25,16,9,4,6,5,BKN,112-104,V,casa,2,11,0.64,0.44,0.83
