Temporada,Minutos,Rebotes,Assistencias,Bloqueios,Desarmes,Faltas,Tunovers,Pontos,FG_Tentativas,FG_Acertos,3PT_Tentativas,3PT_Acertos,FT_Tentativas,FT_Acertos,Adversario,Placar,V_D,Casa_Fora,Dia_semana,Mes,%FG,%3PT,%FT
2018,20.0,7.0,3.0,0.0,2.0,1.0,1.0,8.0,6,2,0,0,4,4,GS,127-108,D,casa,6,11,0.33,,1.0
2018,34.0,14.0,2.0,1.0,4.0,4.0,1.0,19.0,15,8,6,2,1,1,MIA,95-94,V,casa,5,11,0.53,0.33,1.0
2018,31.0,16.0,10.0,2.0,1.0,2.0,0.0,8.0,10,4,3,0,0,0,TOR,129-111,V,casa,3,11,0.4,0.0,
2018,30.0,8.0,2.0,1.0,1.0,1.0,2.0,28.0,15,9,10,6,6,4,NY,116-110,D,fora,0,10,0.6,0.6,0.67
2018,29.0,14.0,4.0,1.0,1.0,3.0,1.0,21.0,16,9,3,1,2,2,BKN,124-111,V,fora,6,10,0.56,0.33,1.0
2018,33.0,15.0,5.0,0.0,1.0,0.0,2.0,18.0,16,8,1,0,2,2,ATL,105-100,V,fora,4,10,0.5,0.0,1.0
2018,30.0,12.0,0.0,0.0,0.0,3.0,2.0,18.0,12,8,1,1,1,1,CHA,110-93,D,fora,2,10,0.67,1.0,1.0
2018,35.0,9.0,5.0,0.0,1.0,4.0,7.0,29.0,14,9,3,3,8,8,WSH,109-104,D,casa,1,10,0.64,1.0,1.0
2018,30.0,9.0,7.0,0.0,1.0,4.0,3.0,0.0,3,0,1,0,0,0,SAC,96-79,V,casa,6,10,0.0,0.0,
2018,36.0,12.0,7.0,0.0,0.0,1.0,4.0,7.0,10,3,4,1,0,0,UTAH,106-96,D,fora,3,10,0.3,0.25,
2019,37.0,14.0,2.0,0.0,3.0,4.0,4.0,29.0,26,13,7,1,2,2,MIN,99-95,V,casa,3,4,0.5,0.14,1.0
2019,16.0,5.0,2.0,1.0,1.0,6.0,1.0,2.0,6,1,0,0,2,0,UTAH,118-108,D,fora,2,4,0.17,,0.0
2019,37.0,13.0,9.0,1.0,2.0,3.0,2.0,22.0,15,9,4,1,4,3,POR,119-110,V,casa,5,4,0.6,0.25,0.75
2019,29.0,11.0,9.0,0.0,0.0,3.0,5.0,20.0,10,9,1,0,3,2,SA,113-85,V,casa,3,4,0.9,0.0,0.67
2019,28.0,5.0,6.0,0.0,4.0,1.0,6.0,10.0,10,4,3,0,3,2,GS,116-102,D,fora,2,4,0.4,0.0,0.67
2019,30.0,14.0,4.0,1.0,2.0,3.0,2.0,23.0,15,11,2,0,3,1,WSH,95-90,D,casa,0,4,0.73,0.0,0.33
2019,34.0,16.0,3.0,0.0,1.0,3.0,2.0,23.0,16,10,3,1,2,2,OKC,115-105,V,fora,5,3,0.62,0.33,1.0
2019,25.0,8.0,6.0,2.0,0.0,3.0,2.0,16.0,14,7,0,0,2,2,HOU,112-85,D,fora,4,3,0.5,,1.0
2019,33.0,15.0,2.0,0.0,0.0,3.0,3.0,23.0,24,10,5,0,5,3,DET,95-92,V,casa,2,3,0.42,0.0,0.6
2019,30.0,11.0,8.0,4.0,1.0,2.0,1.0,19.0,16,8,3,1,2,2,IND,124-88,D,fora,6,3,0.5,0.33,1.0
2019,28.0,17.0,5.0,0.0,0.0,3.0,1.0,21.0,20,8,3,1,6,4,NY,111-93,V,fora,4,3,0.4,0.33,0.67
2019,35.0,6.0,11.0,0.0,0.0,1.0,1.0,15.0,12,6,4,2,1,1,WSH,113-108,V,fora,3,3,0.5,0.5,1.0
2019,36.0,13.0,7.0,3.0,2.0,2.0,3.0,21.0,14,9,7,3,0,0,BOS,114-105,V,fora,0,3,0.64,0.43,
2019,34.0,7.0,5.0,0.0,0.0,3.0,4.0,26.0,21,11,7,2,2,2,IND,102-100,V,casa,6,3,0.52,0.29,1.0
2019,30.0,14.0,8.0,1.0,0.0,1.0,2.0,11.0,9,4,2,0,4,3,DAL,100-99,V,casa,4,3,0.44,0.0,0.75
2019,26.0,8.0,7.0,1.0,0.0,4.0,4.0,18.0,14,9,0,0,0,0,MIN,133-107,V,casa,2,3,0.64,,
2019,29.0,6.0,4.0,1.0,4.0,2.0,2.0,16.0,10,5,1,1,8,5,GS,122-105,D,fora,5,3,0.5,1.0,0.62
2019,35.0,17.0,8.0,0.0,3.0,1.0,2.0,12.0,5,3,1,0,8,6,LAL,115-99,V,fora,3,3,0.6,0.0,0.75
2019,38.0,10.0,6.0,0.0,0.0,2.0,3.0,22.0,14,10,2,2,0,0,SA,104-103,D,fora,1,3,0.71,1.0,
2019,22.0,9.0,7.0,2.0,2.0,4.0,2.0,20.0,11,7,2,1,6,5,NO,120-112,D,casa,6,3,0.64,0.5,0.83
2019,32.0,13.0,7.0,0.0,0.0,5.0,5.0,16.0,15,5,1,0,7,6,UTAH,111-104,D,casa,4,3,0.33,0.0,0.86
2019,35.0,9.0,10.0,1.0,0.0,2.0,2.0,36.0,25,11,7,4,13,10,OKC,121-112,V,casa,2,2,0.44,0.57,0.77
